,Name,Title (from Variables (Import)),Model Count,Rank,Download Volume,Rank 2,Download Count,Rank 3,Min Rank,Field 10,Field 11,Field 12,Field 13,CMOR Variables (Import),Variables,Review Comment,In C3S
rec9kx45WF8Fziu3y,Emon.cLitterShrub,Carbon Mass in Litter on Shrub Tiles,3.0,1599.0,3.78,1690.0,1310,1151.0,1151,litter_mass_content_of_carbon,Carbon Mass in Litter on Shrub Tiles,'Litter' is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between 'fine' and 'coarse' is model dependent. 'Content' indicates a quantity per unit area. The sum of the quantities with standard names surface_litter_mass_content_of_carbon and subsurface_litter_mass_content_of_carbon has the standard name litter_mass_content_of_carbon.,"Temporal mean, Global field (single level) [XY-na] [ams-twm]",Emon.cLitterShrub,Emon.cLitterShrub,,
rec9rGEFwCxViayNj,Lmon.tsl,Temperature of Soil,76.0,73.0,7909.95,236.0,152520,90.0,73,soil_temperature,Temperature of Soil,"Temperature of each soil layer.  Reported as 'missing' for grid cells occupied entirely by 'sea'. [If soil layer thicknesses vary from one location to another, interpolate to a standard set of depths.  Ideally, the interpolation should preserve the vertical integral.]","Temporal mean, Global field on soil levels [XY-S] [amnla-tmn]",Lmon.tsl,Lmon.tsl,,
rec9rX7kdCkrewQuU,CFmon.clisccp,ISCCP Cloud Area Percentage,31.0,332.0,7174.02,247.0,3851,799.0,247,cloud_area_fraction_in_atmosphere_layer,ISCCP Cloud Area Percentage,Percentage cloud cover in optical depth categories. [7 levels x 7 tau],"Temporal mean, Global field (7 pressure levels) [XY-P7] {tau:} [tmean]",CFmon.clisccp,CFmon.clisccp,,
rec9s5TbxVY0QKAil,Omon.hfsifrazil,Heat Flux into Sea Water Due to Frazil Ice Formation,22.0,508.0,34.2,1377.0,890,1253.0,508,heat_flux_into_sea_water_due_to_freezing_of_frazil_ice,Heat Flux into Sea Water Due to Frazil Ice Formation,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase. 'Frazil' consists of needle like crystals of ice, typically between three and four millimeters in diameter, which form as sea water begins to freeze. Salt is expelled during the freezing process and frazil ice consists of nearly pure fresh water. [In general this should be reported as a function of depth, (i.e.,  it will be a function of the generic ""XYZ"" dimensions).  Include enough depth levels to represent  the non-zero values of this field everywhere on the globe. Report on native horizontal grid. If a function of depth, perform online remapping to depth or pressure, if not native vertical grid.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Omon.hfsifrazil,Omon.hfsifrazil,,
recA1KA2UOFHyjEu1,Odec.masscello,,,,,,,,9999,,,,,,Odec.masscello,"Requested, not published",
recA466hHl5VyLpA3,6hrPlev.hus4,,,,,,,,9999,,,,,,6hrPlev.hus,"Requested, not published",
recA7v6rXnX4Ql0DE,Omon.fbddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,14.0,727.0,444.9,750.0,7061,549.0,549,tendency_of_ocean_mole_content_of_dissolved_inorganic_iron_due_to_biological_processes,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,vertical integral of net biological terms in time rate of change of dissolved inorganic iron [integral over upper 100 m only.],"Temporal mean, Global field (single level) [XY-na] {:olayer100m} [amds-tmn]",Omon.fbddtdife,Omon.fbddtdife,,
recA9PDXc4Evib9z6,Emon.fNOx,Total Land NOx Flux,2.0,1681.0,1.08,1758.0,415,1430.0,1430,surface_upward_mass_flux_of_nox_expressed_as_nitrogen_out_of_vegetation_and_litter_and_soil,Total Land NOx Flux,"The surface called 'surface' means the lower boundary of the atmosphere. 'Upward' indicates a vector component which is positive when directed upward (negative downward). In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. 'Nox' means a combination of two radical species containing nitrogen and oxygen NO+NO2. 'Vegetation' means any living plants e.g. trees, shrubs, grass. 'Litter' is dead plant material in or above the soil.","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fNOx,Emon.fNOx,,
recAACIyEQdVB1drG,Amon.n2oglobal,Global Mean Mole Fraction of N2O,24.0,461.0,1.34,1751.0,4090,769.0,461,mole_fraction_of_nitrous_oxide_in_air,Global Mean Mole Fraction of N2O,"Global mean Nitrous Oxide (N2O) [For some simulations (e.g., prescribed concentration pi-control run), this will not vary from one year to the next, and so report instead the variable described in the next table entry.  If N2O is spatially nonuniform, omit this field, but report Mole Fraction of N2O (see the table entry before the previous one).   Are these the preferred units or should it be a unitless fraction?  Should this field be reported instead on model levels?  Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?]","Temporal mean, Global mean/constant [na-na]",Amon.n2oglobal,Amon.n2oglobal,,
recAETCw4X3MBp2hJ,CFday.albisccp,ISCCP Mean Cloud Albedo,19.0,564.0,865.44,606.0,1875,1060.0,564,cloud_albedo,ISCCP Mean Cloud Albedo,time-means are weighted by the ISCCP Total Cloud Fraction - see  http://cfmip.metoffice.com/COSP.html,"Temporal mean, Global field (single level) [XY-na] [amncl-twm]",CFday.albisccp,CFday.albisccp,,
recAHnMoEQLDY7SfG,Omon.hfbasin,Northward Ocean Heat Transport,46.0,190.0,35.95,1368.0,158328,89.0,89,northward_ocean_heat_transport,Northward Ocean Heat Transport,"Contains contributions from all physical processes affecting the northward heat transport, including resolved advection, parameterized advection, lateral diffusion, etc. Diagnosed here as a function of latitude and basin.   Use Celsius for temperature scale. [For models which do not have a Cartesian lat-long grid, this transport can be approximated as thetransport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate tothe model's resolution, as is done for the ocean meridional overturning mass streamfunction.]","Temporal mean, Ocean Basin Zonal Sum [YB-na] [bzzsum]",Omon.hfbasin,Omon.hfbasin,,
recAKtKIZDzAqH1TE,6hrPlev.hurs,Near-Surface Relative Humidity,16.0,653.0,2711.31,415.0,4968,688.0,415,relative_humidity,Near-Surface Relative Humidity,"The relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.","Temporal mean, Global field (single level) [XY-na] {:height2m} [tmean]",6hrPlev.hurs,6hrPlev.hurs,,
recAMWsS3x07HhN6o,Emon.gppLut,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],18.0,593.0,97.81,1150.0,5737,631.0,593,gross_primary_productivity_of_biomass_expressed_as_carbon,Gross Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],"The rate of synthesis of biomass from inorganic precursors by autotrophs ('producers') expressed as the mass of carbon which it contains. For example, photosynthesis in plants or phytoplankton. The producers also respire some of this biomass and the difference is referred to as the net primary production. Reported on land-use tiles.","Temporal mean, Global field (single level) [XY-na] {landUse:} [amlu-twm]",Emon.gppLut,Emon.gppLut,,
recAOJX3OE1y1n2Xn,SImon.sisali,Sea Ice Salinity,14.0,727.0,83.41,1183.0,17566,334.0,334,sea_ice_salinity,Sea Ice Salinity,Mean sea-ice salinity of all sea ice in grid cell,"Temporal mean, Global field (single level) [XY-na] [amnsi-twm]",SImon.sisali,SImon.sisali,,
recAOj4hy8XsEjv9c,AERmonZ.n2o,Mole Fraction of N2O,8.0,1159.0,9.61,1574.0,717,1312.0,1159,mole_fraction_of_nitrous_oxide_in_air,Mole Fraction of N2O,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.   The chemical formula of  nitrous oxide is N2O.","Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",AERmonZ.n2o,AERmonZ.n2o,,
recAPGYsuUgylLXNp,AERmon.od550lt1aer,Ambient Fine Aerosol Optical Depth at 550nm,33.0,290.0,288.26,861.0,13981,391.0,290,atmosphere_optical_thickness_due_to_pm1_ambient_aerosol_particles,Ambient Fine Aerosol Optical Depth at 550nm,"od550 due to particles with wet diameter less than 1 um  (''ambient'' means ''wetted''). When models do not include explicit size information, it can be assumed that all anthropogenic aerosols and natural secondary aerosols have diameter less than 1 um.","Temporal mean, Global field (single level) [XY-na] {:lambda550nm} [am-tm]",AERmon.od550lt1aer,AERmon.od550lt1aer,,
recAPcEfNwzKCb6DW,Omon.pr,,1.0,1765.0,9.34,1576.0,739,1305.0,1305,na,na,na,,,,"In ESGF, not requested",
recASNi0NnX1RIfTU,day.tws,,1.0,1765.0,None,1848.0,None,1848.0,1765,na,na,na,,,,"In ESGF, not requested",
recASeezqVZExcZQd,Emon.sw2H,,,,,,,,9999,,,,,,Emon.sw2H,"Requested, not published",
recATKiwg0156JbXX,Odec.msftmz,,,,,,,,9999,,,,,,Odec.msftmz,"Requested, not published",
recAaFbT53yK0BfKx,Amon.ta,Air Temperature,98.0,15.0,151885.74,33.0,1113969,14.0,14,air_temperature,Air Temperature,Air Temperature,"Temporal mean, Global field (19 pressure levels) [XY-P19] [tmean]",Amon.ta,Amon.ta,,True
recAd5lhibfb3ux3F,Emon.nLand,Total Nitrogen in All Terrestrial Nitrogen Pools,19.0,564.0,85.26,1179.0,17121,344.0,344,mass_content_of_nitrogen_in_vegetation_and_litter_and_soil_and_forestry_and_agricultural_products,Total Nitrogen in All Terrestrial Nitrogen Pools,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.nLand,Emon.nLand,,
recAdKxRHmvwJ0xAY,AERmon.so2,SO2 Volume Mixing Ratio,27.0,402.0,12863.53,183.0,10411,448.0,183,mole_fraction_of_sulfur_dioxide_in_air,SO2 Volume Mixing Ratio,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.","Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.so2,AERmon.so2,,
recAoEkb5L8Kvn7jJ,Emon.pathetao,Sea Water Additional Potential Temperature,7.0,1230.0,291.01,858.0,203,1541.0,858,sea_water_added_potential_temperature,Sea Water Additional Potential Temperature,"The quantity with standard name sea_water_added_potential_temperature is a passive tracer in an ocean model whose surface flux does not come from the atmosphere but is imposed externally upon the simulated climate system. The surface flux is expressed as a heat flux and converted to a passive tracer increment as if it were a heat flux being added to potential temperature. The passive tracer is transported within the ocean as if it were potential temperature. The passive tracer is zero in the control climate of the model. The passive tracer records added heat, as described for the CMIP6 FAFMIP experiment (doi:10.5194/gmd-9-3993-2016), following earlier ideas. Potential temperature is the temperature a parcel of air or sea water would have if moved adiabatically to sea level pressure.","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Emon.pathetao,Emon.pathetao,,
recAobzrplBDgG3mx,Eday.dcw,Change in Interception Storage,3.0,1599.0,79.41,1194.0,65,1665.0,1194,change_over_time_in_canopy_water_amount,Change in Interception Storage,change_over_time_in_canopy_water_amount,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.dcw,Eday.dcw,,
recApICg62DmiZbpx,Amon.ts,Surface Temperature,100.0,5.0,12063.16,186.0,1234205,10.0,5,surface_temperature,Surface Temperature,Surface temperature (skin for open ocean),"Temporal mean, Global field (single level) [XY-na] [am-tm]",Amon.ts,Amon.ts,,True
recAqP8tIenXYJs6S,Emon.fCLandToOcean,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,6.0,1295.0,42.66,1330.0,9179,482.0,482,mass_flux_of_carbon_into_sea_water_from_rivers,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,leached carbon etc that goes into run off or river routing and finds its way into ocean should be reported here.,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn] {rivers}",Emon.fCLandToOcean,Emon.fCLandToOcean,,
recArAdn2vpUZTEUL,Emon.raTree,Autotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],13.0,788.0,59.87,1263.0,3538,818.0,788,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration,Autotrophic Respiration on Tree Tiles as Carbon Mass Flux [kgC m-2 s-1],Total RA of trees in the grid cell,"Temporal mean, Global field (single level) [XY-na] [amtr-twm]",Emon.raTree,Emon.raTree,,
recArdyGPskzsBOjl,E1hr.ua27,,,,,,,,9999,,,,,,E1hr.ua27,"Requested, not published",
recAtcqxQZnGBkwI5,Oyr.bddtdife,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,7.0,1230.0,842.32,611.0,2772,893.0,611,tendency_of_mole_concentration_of_dissolved_inorganic_iron_in_sea_water_due_to_biological_processes,Rate of Change of Dissolved Inorganic Iron Due to Biological Activity,Net of biological terms in time rate of change of dissolved inorganic iron,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.bddtdife,Oyr.bddtdife,,
recAtu0s7rDaOeCI3,Lmon.mrro,Total Runoff,93.0,35.0,1772.99,491.0,453065,42.0,35,runoff_flux,Total Runoff,the total runoff (including 'drainage' through the base of the soil model) leaving the land portion of the grid cell.,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Lmon.mrro,Lmon.mrro,,True
recAu9LUpRlzFFn5m,AERmon.mmrpm1,PM1.0 Mass Mixing Ratio,13.0,788.0,1216.83,554.0,1808,1075.0,554,mass_fraction_of_pm1_dry_aerosol_particles_in_air,PM1.0 Mass Mixing Ratio,Mass fraction atmospheric particulate compounds with an aerodynamic diameter of less than or equal to 1 micrometers,"Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.mmrpm1,AERmon.mmrpm1,,
recAvTEirQbPE8q8D,Lmon.mrsos,Moisture in Upper Portion of Soil Column,75.0,76.0,1357.12,536.0,295884,65.0,65,mass_content_of_water_in_soil_layer,Moisture in Upper Portion of Soil Column,the mass of water in all phases in a thin surface soil layer. [integrate over uppermost 10 cm],"Temporal mean, Global field (single level) [XY-na] {:sdepth1} [amnla-tmn]",Lmon.mrsos,Lmon.mrsos,,True
recAzn9It7OTMJnWT,Emon.gppShrub,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],9.0,1069.0,20.43,1473.0,2110,1012.0,1012,gross_primary_productivity_of_biomass_expressed_as_carbon,Gross Primary Production on Shrub Tiles as Carbon Mass Flux [kgC m-2 s-1],Total GPP of shrubs in the grid cell,"Temporal mean, Global field (single level) [XY-na] [ams-twm]",Emon.gppShrub,Emon.gppShrub,,
recB1TJr90BJUxbih,Emon.fbddtdin,,1.0,1765.0,22.36,1460.0,117,1620.0,1460,na,na,na,,,,"In ESGF, not requested",
recB2VLe71BeBQA26,Emon.fN2O,Total Land N2O Flux,9.0,1069.0,15.76,1505.0,3764,801.0,801,surface_upward_mass_flux_of_nitrous_oxide_expressed_as_nitrogen_out_of_vegetation_and_litter_and_soil,Total Land N2O Flux,"Surface upward flux of nitrous oxide (N2O) from vegetation (any living plants e.g. trees, shrubs, grass), litter (dead plant material in or above the soil), soil.","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fN2O,Emon.fN2O,,
recB2tN07HC9wvZLp,Omon.chldiatos,Surface Mass Concentration of Diatoms Expressed as Chlorophyll in Sea Water,14.0,727.0,548.61,696.0,8604,492.0,492,mass_concentration_of_diatoms_expressed_as_chlorophyll_in_sea_water,Surface Mass Concentration of Diatoms Expressed as Chlorophyll in Sea Water,chlorophyll from diatom phytoplankton component concentration alone,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.chldiatos,Omon.chldiatos,,
recB4H9nhZJx7RhLZ,E3hrPt.wap,,10.0,956.0,6803.35,258.0,668,1331.0,258,na,na,na,,,,"In ESGF, not requested",
recB4LwXeAgDwzMwE,Emon.fNup,Total Plant Nitrogen Uptake (Sum of Ammonium and Nitrate) Irrespective of the Source of Nitrogen,19.0,564.0,76.95,1205.0,16624,348.0,348,tendency_of_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation,Total Plant Nitrogen Uptake (Sum of Ammonium and Nitrate) Irrespective of the Source of Nitrogen,The uptake of nitrogen by fixation: nitrogen fixation means the uptake of nitrogen gas directly from the atmosphere. ,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fNup,Emon.fNup,,
recB5rmk5njtQBhyU,Emon.nProduct,Nitrogen Mass in Products of Land-Use Change,15.0,692.0,33.85,1379.0,13301,399.0,399,nitrogen_mass_content_of_forestry_and_agricultural_products,Nitrogen Mass in Products of Land-Use Change,Report missing data over ocean grid cells. For fractional land report value averaged over the land fraction.,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.nProduct,Emon.nProduct,,
recB6UK4JJfrystEV,fx.mrsofc,Capacity of Soil to Store Water (Field Capacity),31.0,332.0,0.54,1780.0,9567,472.0,332,soil_moisture_content_at_field_capacity,Capacity of Soil to Store Water (Field Capacity),reported 'where land': divide the total water holding capacity of all the soil in the grid cell by the land area in the grid cell;  reported as 'missing' where the land fraction is 0.,"No temporal dimensions ... fixed field, Global field (single level) [XY-na] [amla]",fx.mrsofc,fx.mrsofc,,True
recB75L3nEfsP3dq5,Eday.parasolRefl,PARASOL Reflectance,10.0,956.0,74.97,1215.0,43,1697.0,956,toa_bidirectional_reflectance,PARASOL Reflectance,PARASOL Reflectance,"Temporal mean, Global field (single level) [XY-na] {sza5:} [amse-tmn]",Eday.parasolRefl,Eday.parasolRefl,,
recB9VUvVk4EOaBy7,Oyr.co3satarag,Mole Concentration of Carbonate Ion in Equilibrium with Pure Aragonite in Sea Water,8.0,1159.0,756.87,637.0,1703,1097.0,637,mole_concentration_of_carbonate_expressed_as_carbon_at_equilibrium_with_pure_aragonite_in_sea_water,Mole Concentration of Carbonate Ion in Equilibrium with Pure Aragonite in Sea Water,Mole concentration (number of moles per unit volume: molarity) of the carbonate anion (CO3) for sea water in equilibrium with pure Aragonite. Aragonite  (CaCO3) is a mineral that is a polymorph of calcium carbonate.,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.co3satarag,Oyr.co3satarag,,
recBBVK9orcDD2yg9,IyrAnt.zvelsurf,,,,,,,,9999,,,,,,IyrAnt.zvelsurf,"Requested, not published",
recBBcg2QwIguIJT0,Emon.u2,Mean-Squared Eastward Wind Speed,11.0,898.0,1537.65,511.0,379,1443.0,511,square_of_eastward_wind,Mean-Squared Eastward Wind Speed,u*u,"Temporal mean, Global field on model atmosphere levels [XY-A]",Emon.u2,Emon.u2,,
recBCgwgunyFaXETO,6hrPlev.bldep,Boundary Layer Depth,7.0,1230.0,35.8,1371.0,4,1827.0,1230,atmosphere_boundary_layer_thickness,Boundary Layer Depth,Boundary layer depth,"Temporal mean, Global field (single level) [XY-na] [am-tm]",6hrPlev.bldep,6hrPlev.bldep,,
recBKKCvP7QP4Fh6X,Omon.pbfe,,1.0,1765.0,None,1848.0,None,1848.0,1765,na,na,na,,,,"In ESGF, not requested",
recBLbplPqjl5VO6T,Lmon.cLeaf,Carbon Mass in Leaves,32.0,312.0,176.69,1004.0,25970,272.0,272,leaf_mass_content_of_carbon,Carbon Mass in Leaves,Carbon mass per unit area in leaves. [This field and some of the following may sum to yield some of the more generic carbon pool totals given above.],"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Lmon.cLeaf,Lmon.cLeaf,,
recBOHeuIsBAUiGpA,EdayZ.utendogw,Eastward Acceleration Due to Orographic Gravity Wave Drag,25.0,440.0,380.22,791.0,4498,738.0,440,tendency_of_eastward_wind_due_to_orographic_gravity_wave_drag,Eastward Acceleration Due to Orographic Gravity Wave Drag,zonal mean; hence YZT,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",EdayZ.utendogw,EdayZ.utendogw,,
recBQuUsRN6lxwJyv,Emon.tdps,2m Dewpoint Temperature,10.0,956.0,813.75,620.0,26212,270.0,270,dew_point_temperature,2m Dewpoint Temperature,Dew point temperature is the temperature at which a parcel of air reaches saturation upon being cooled at constant pressure and specific humidity.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",Emon.tdps,Emon.tdps,,
recBR9UrKxbmU3GKS,AERday.od550aer,Ambient Aerosol Optical Thickness at 550nm,16.0,653.0,2962.15,401.0,8519,499.0,401,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,Ambient Aerosol Optical Thickness at 550nm,"AOD from the ambient aerosls (i.e., includes aerosol water).  Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types. Needs a comment attribute 'wavelength: 550 nm'","Temporal mean, Global field (single level) [XY-na] {:lambda550nm} [am-tm]",AERday.od550aer,AERday.od550aer,,
recBRH4U7cO85N2QD,Emon.reffclic,Hydrometeor Effective Radius of Convective Cloud Ice,4.0,1463.0,52.73,1294.0,56,1683.0,1294,effective_radius_of_convective_cloud_ice_particles,Hydrometeor Effective Radius of Convective Cloud Ice,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,"Temporal mean, Global field on model atmosphere levels [XY-A]",Emon.reffclic,Emon.reffclic,,
recBTbuk8HAH8qoDs,Emon.fahLut,Anthropogenic Heat Flux Generated from non-Renewable Human Primary Energy Consumption,3.0,1599.0,1.46,1745.0,263,1505.0,1505,surface_upward_heat_flux_due_to_anthropogenic_energy_consumption,Anthropogenic Heat Flux Generated from non-Renewable Human Primary Energy Consumption,"Anthropogenic heat flux generated from non-renewable human primary energy consumption, including energy use by vehicles, commercial and residential buildings, industry, and power plants.  Primary energy refers to energy in natural resources, fossil and nonfossil, before conversion into other forms, such as electricity.","Temporal mean, Global field (single level) [XY-na] {landUse:} [amlu-twm]",Emon.fahLut,Emon.fahLut,,
recBVhozEIxHtYGCG,Oyr.expcalc,Downward Flux of Calcite,11.0,898.0,1319.21,540.0,2674,914.0,540,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,Downward Flux of Calcite,Downward flux of Calcite [Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit.],"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.expcalc,Oyr.expcalc,,
recBWS96CWHXcfMbE,day.snc,Snow Area Percentage,55.0,154.0,2426.49,431.0,83053,138.0,138,surface_snow_area_fraction,Snow Area Percentage,Percentage of each grid cell that is occupied by snow that rests on land portion of cell.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",day.snc,day.snc,,
recBeaH6C5cYLPpC8,Emon.fNLitterSoil,Total Nitrogen Mass Flux from Litter to Soil,10.0,956.0,41.37,1339.0,6301,588.0,588,nitrogen_mass_flux_into_soil_from_litter,Total Nitrogen Mass Flux from Litter to Soil,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. 'Litter' is dead plant material in or above the soil.","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fNLitterSoil,Emon.fNLitterSoil,,
recBgBK14hxLa37Sr,Omon.epcalc100,Downward Flux of Calcite,29.0,366.0,866.66,604.0,12496,407.0,366,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,Downward Flux of Calcite,"The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid. Calcite is a mineral that is a polymorph of calcium carbonate. The chemical formula of calcite is CaCO3. Standard names also exist for aragonite, another polymorph of calcium carbonate. [at 100 m depth.]","Temporal mean, Global field (single level) [XY-na] {:depth100m} [amse-tmn]",Omon.epcalc100,Omon.epcalc100,,
recBhNj2ktS5XUI0E,Emon.tomint,,1.0,1765.0,12.18,1549.0,23,1731.0,1549,na,na,na,,,,"In ESGF, not requested",
recBkF8YXP7At4xI3,Odec.hfds,Downward Heat Flux at Sea Water Surface,4.0,1463.0,24.0,1443.0,325,1474.0,1443,surface_downward_heat_flux_in_sea_water,Downward Heat Flux at Sea Water Surface,This is the net flux of heat entering the liquid water column through its upper surface (excluding any 'flux adjustment') . [Report on native horizontal grid as well as remapped onto a latitude/longitude grid.],"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Odec.hfds,Odec.hfds,,
recBlq03a3COInWki,Amon.rlut,TOA Outgoing Longwave Radiation,103.0,1.0,8446.67,224.0,797337,24.0,1,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,at the top of the atmosphere (to be compared with satellite measurements),"Temporal mean, Global field (single level) [XY-na] [am-tm]",Amon.rlut,Amon.rlut,,True
recBm2rIasaQDVyS0,Eday.mlotst,Ocean Mixed Layer Thickness Defined by Sigma T,20.0,548.0,5353.64,294.0,1766,1084.0,294,ocean_mixed_layer_thickness_defined_by_sigma_t,Ocean Mixed Layer Thickness Defined by Sigma T,Sigma T is potential density referenced to ocean surface.,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Eday.mlotst,Eday.mlotst,,
recBqlEIQklfgnJLm,Amon.hurs,Near-Surface Relative Humidity,82.0,54.0,7050.84,250.0,778538,25.0,25,relative_humidity,Near-Surface Relative Humidity,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C. [express as a percentage.  Normally, the relative humidity  should be reported at the 2 meter height]","Temporal mean, Global field (single level) [XY-na] {:height2m} [tmean]",Amon.hurs,Amon.hurs,,True
recBrOQfouITPTAeR,SImon.sisnthick,Snow Thickness,74.0,81.0,999.05,583.0,105206,111.0,81,surface_snow_thickness,Snow Thickness,"(in OImon, snd was volume per entire cell area)","Temporal mean, Global field (single level) [XY-na] [amsnsi-tmn]",SImon.sisnthick,SImon.sisnthick,,
recBro9CMhwCpg5xQ,AERmon.od440aer,Ambient Aerosol Optical Thickness at 440nm,23.0,481.0,90.37,1165.0,6387,585.0,481,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,Ambient Aerosol Optical Thickness at 440nm,"AOD from the ambient aerosls (i.e., includes aerosol water).  Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types. Needs a comment attribute 'wavelength: 440 nm'","Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.od440aer,AERmon.od440aer,,
recBt4TLkRT7i2B5o,Emon.cropFracC4,Percentage Cover by C4 Crops,20.0,548.0,62.54,1254.0,25652,273.0,273,area_fraction,Percentage Cover by C4 Crops,Percentage of entire grid cell covered by C4 crops,"Temporal mean, Global field (single level) [XY-na] {:typec4crop} [amnlax-tmn]",Emon.cropFracC4,Emon.cropFracC4,,
recBwh05nAfTP108J,EmonZ.tntscp,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,14.0,727.0,2.72,1713.0,978,1229.0,727,tendency_of_air_temperature_due_to_stratiform_cloud_and_precipitation,Tendency of Air Temperature Due to Stratiform Clouds and Precipitation,zonal mean; hence YZT,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",EmonZ.tntscp,EmonZ.tntscp,,
recByeCsw980cwPra,AERmon.cod,Cloud Optical Depth,23.0,481.0,454.95,739.0,3456,826.0,481,atmosphere_optical_thickness_due_to_cloud,Cloud Optical Depth,The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. The atmosphere optical thickness applies to radiation passing through the entire atmosphere. 'Cloud' means the component of extinction owing to the presence of liquid or ice water particles. The specification of a physical process by the phrase due_to_process means that the quantity named is a  single term in a sum of terms which together compose the general quantity named by omitting the phrase.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.cod,AERmon.cod,,
