,Name,Title (from Variables (Import)),Model Count,Rank,Download Volume,Rank 2,Download Count,Rank 3,Min Rank,Field 10,Field 11,Field 12,Field 13,CMOR Variables (Import),Variables,Review Comment,In C3S
recueFxGF7igpeXE2,Eday.esn,Snow Evaporation,5.0,1401.0,76.59,1207.0,1203,1182.0,1182,water_evapotranspiration_flux,Snow Evaporation,liquid_water_evaporation_flux_from_surface_snow,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.esn,Eday.esn,,
recuj0KAwFxayUcOl,fx.areacellr,Grid-Cell Area for River Model Variables,6.0,1295.0,0.29,1793.0,3645,810.0,810,cell_area,Grid-Cell Area for River Model Variables,"Cell areas for any grid used to report river model variables (may be the same as for atmospheric variables). These cell areas should be defined to enable exact calculation of area integrals (e.g., of vertical fluxes of energy at the surface and top of the atmosphere).","No temporal dimensions ... fixed field, Global field (single level, area sum) [XY-na]",fx.areacellr,fx.areacellr,,
recun2ImCQpZzIIOG,Oyr.physi,Mole Concentration of Total Phytoplankton Expressed as Silicon in Sea Water,9.0,1069.0,650.09,663.0,1745,1090.0,663,mole_concentration_of_phytoplankton_expressed_as_silicon_in_sea_water,Mole Concentration of Total Phytoplankton Expressed as Silicon in Sea Water,sum of phytoplankton silica component concentrations,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.physi,Oyr.physi,,
recunatcArKJcUR52,AERday.minpblz,Minimum PBL Height,5.0,1401.0,198.05,977.0,2583,934.0,934,atmosphere_boundary_layer_thickness,Minimum PBL Height,minimum boundary layer height during the day (add cell_methods attribute: 'time: minimum'),"Temporal Minimum, Global field (single level) [XY-na] [tmin]",AERday.minpblz,AERday.minpblz,,
recungn6gPvjda3RS,Emon.loadso4,Load of SO4,17.0,622.0,179.55,999.0,2145,1004.0,622,atmosphere_mass_content_of_sulfate_dry_aerosol_particles,Load of SO4,The total dry mass of sulfate aerosol particles per unit area.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",Emon.loadso4,Emon.loadso4,,
recuqifiRTisuxQLO,AERday.zg10,Geopotential Height at 10hPa,17.0,622.0,423.65,764.0,366,1449.0,622,geopotential_height,Geopotential Height at 10hPa,Geopotential height on the 10 hPa surface,"Temporal mean, Global field (single level) [XY-na] {:p10}",AERday.zg10,AERday.zg10,,
recusyxtsZkmgJkpf,Emon.intvadse,Vertically Integrated Northward Dry Static Energy Transport,10.0,956.0,175.37,1005.0,3517,821.0,821,northward_atmosphere_dry_static_energy_transport_across_unit_distance,Vertically Integrated Northward Dry Static Energy Transport,Vertically integrated northward dry static energy transport (cp.T +zg).v (Mass_weighted_vertical integral of the product of northward wind by dry static_energy per mass unit),"Temporal mean, Global field (single level) [XY-na] [am-tm]",Emon.intvadse,Emon.intvadse,,
recuvpA0URXPekkvF,AERmon.reffclwtop,Cloud-Top Effective Droplet Radius,32.0,312.0,158.05,1032.0,3225,841.0,312,effective_radius_of_cloud_liquid_water_particles_at_liquid_water_cloud_top,Cloud-Top Effective Droplet Radius,"Droplets are liquid only.  This is the effective radius ''as seen from space'' over liquid cloudy portion of grid cell. This is the value from uppermost model layer with liquid cloud or, if available, or for some models it is the sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere.TOA) each time sample when computing monthly mean. Reported values are weighted by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.","Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.reffclwtop,AERmon.reffclwtop,,
recuxp6t7Wx4l144e,Emon.nppLut,Net Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],18.0,593.0,119.77,1095.0,5922,613.0,593,net_primary_productivity_of_biomass_expressed_as_carbon,Net Primary Production on Land-Use Tile as Carbon Mass Flux [kgC m-2 s-1],"'Production of carbon' means the production of biomass expressed as the mass of carbon which it contains. Net primary production is the excess of gross primary production (rate of synthesis of biomass from inorganic precursors) by autotrophs ('producers'), for example, photosynthesis in plants or phytoplankton, over the rate at which the autotrophs themselves respire some of this biomass. 'Productivity' means production per unit area. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.","Temporal mean, Global field (single level) [XY-na] {landUse:} [amlu-twm]",Emon.nppLut,Emon.nppLut,,
recuyEVyBu4njxIQi,Eday.snrefr,Refreezing of Water in the Snow,3.0,1599.0,23.37,1453.0,36,1711.0,1453,surface_snow_and_ice_refreezing_flux,Refreezing of Water in the Snow,surface_snow_and_ice_refreezing_flux,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.snrefr,Eday.snrefr,,
recv2gTYGCdw9dROy,AERmon.c2h2,C2H2 Volume Mixing Ratio,2.0,1681.0,960.96,590.0,109,1628.0,590,mole_fraction_of_ethyne_in_air,C2H2 Volume Mixing Ratio,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.","Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.c2h2,AERmon.c2h2,,
recv47274zoKMFBsE,Emon.tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,14.0,727.0,3112.7,393.0,818,1276.0,393,tendency_of_air_temperature_due_to_longwave_heating_assuming_clear_sky,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,Tendency of Air Temperature due to Clear Sky Longwave Radiative Heating,"Temporal mean, Global field on model atmosphere levels [XY-A]",Emon.tntrlcs,Emon.tntrlcs,,
recv6xlaBmfPOQHz4,Omon.nh4,Dissolved Ammonium Concentration,15.0,692.0,34161.97,101.0,6000,610.0,101,mole_concentration_of_ammonium_in_sea_water,Dissolved Ammonium Concentration,"Mole concentration means moles (amount of substance) per unit volume and is used in the construction mole_concentration_of_X_in_Y, where X is a material constituent of Y. [Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Omon.nh4,Omon.nh4,,
recvAmC8xXbLXfI4u,Oyr.ocontemppsmadvect,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,4.0,1463.0,1.63,1739.0,6,1809.0,1463,tendency_of_sea_water_conservative_temperature_expressed_as_heat_content_due_to_parameterized_submesoscale_eddy_advection,Tendency of Sea Water Conservative Temperature Expressed as Heat Content Due to Parameterized Submesoscale Advection,Tendency of heat content for a grid cell from parameterized submesoscale eddy advection. Reported only for models that use conservative temperature as prognostic field. [Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.],"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.ocontemppsmadvect,Oyr.ocontemppsmadvect,,
recvI6m7QIsWslpvo,Omon.msftmrho,Ocean Meridional Overturning Mass Streamfunction,8.0,1159.0,39.04,1351.0,2253,986.0,986,ocean_meridional_overturning_mass_streamfunction,Ocean Meridional Overturning Mass Streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized. [Function of latitude, rho, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Y Overturning Mass Streamfunction"" (msftyrho), which should in this case be omitted.  For other models, this transport should be approximated as the transport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution.]","Temporal mean, Ocean Basin Meridional Section (on density surfaces) [YB-R] [bzzsum]",Omon.msftmrho,Omon.msftmrho,,
recvJPsxMi0TsbN0p,Emon.osaltrmadvect,Tendency of Sea Water Salinity Expressed as Salt Content Due to Residual Mean Advection,13.0,788.0,5844.48,279.0,780,1289.0,279,tendency_of_sea_water_salinity_expressed_as_salt_content_due_to_residual_mean_advection,Tendency of Sea Water Salinity Expressed as Salt Content Due to Residual Mean Advection,"The phrase 'residual mean advection' refers to the sum of the model's resolved advective transport plus any parameterized advective transport. Parameterized advective transport includes processes such as parameterized mesoscale and submesoscale transport, as well as any other advectively parameterized transport. When the parameterized advective transport is represented in the model as a skew-diffusion rather than an advection, then the parameterized skew diffusion should be included in this diagnostic, since the convergence of skew-fluxes are identical (in the continuous formulation) to the convergence of advective fluxes.","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Emon.osaltrmadvect,Emon.osaltrmadvect,,
recvM81Y8p0hIYihT,CF3hr.tauu,Surface Downward Eastward Wind Stress,6.0,1295.0,4.29,1683.0,16,1768.0,1295,surface_downward_eastward_stress,Surface Downward Eastward Wind Stress,Downward eastward wind stress at the surface,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",CF3hr.tauu,CF3hr.tauu,,
recvMWOPPN5GQnTJo,Emon.c14Litter,Mass of 14C in Litter Pool,4.0,1463.0,13.85,1525.0,337,1468.0,1463,litter_mass_content_of_14C,Mass of 14C in Litter Pool,Carbon-14 mass content per unit area litter (dead plant material in or above the soil).,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.c14Litter,Emon.c14Litter,,
recvMzXJtTa8EEhHe,Omon.chlpicoos,Surface Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,5.0,1401.0,216.54,948.0,1765,1085.0,948,mass_concentration_of_picophytoplankton_expressed_as_chlorophyll_in_sea_water,Surface Mass Concentration of Picophytoplankton Expressed as Chlorophyll in Sea Water,chlorophyll concentration from the picophytoplankton (<2 um) component alone,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.chlpicoos,Omon.chlpicoos,,
recvNAEndy14oQox2,SImon.siv,Y-Component of Sea-Ice Velocity,75.0,76.0,1179.89,559.0,150831,91.0,76,sea_ice_y_velocity,Y-Component of Sea-Ice Velocity,The y-velocity of ice on native model grid,"Time  mean, weighted by sea ice area, Global field (single level) [XY-na] {on model mest points} [amnsi-twm]",SImon.siv,SImon.siv,,
recvQDDRZ5RAU5BcP,Emon.opottemppmdiff,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,9.0,1069.0,4523.01,321.0,743,1303.0,321,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_mesoscale_eddy_diffusion,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Mesoscale Diffusion,Tendency of heat content for a grid cell from parameterized mesoscale eddy diffusion. Reported only for models that use potential temperature as prognostic field.,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Emon.opottemppmdiff,Emon.opottemppmdiff,,
recvRvKLBkyl9R8kA,Eyr.grassFrac,Natural Grass Area Percentage,22.0,508.0,7.38,1612.0,20766,304.0,304,area_fraction,Natural Grass Area Percentage,Percentage of entire grid cell that is covered by natural grass.,"Temporal mean, Global field (single level) [XY-na] {:typenatgr} [amnlax-tmn]",Eyr.grassFrac,Eyr.grassFrac,,
recvSdhqrEAGgYgqC,Omon.pbo,Sea Water Pressure at Sea Floor,63.0,116.0,1794.38,489.0,65633,165.0,116,sea_water_pressure_at_sea_floor,Sea Water Pressure at Sea Floor,"'Sea water pressure' is the pressure that exists in the medium of sea water.  It includes the pressure due to overlying sea water, sea ice, air and any other medium that may be present. [CMIP5 had units of dbar.  CMIP6 uses Pa. Report on native horizontal grid as well as on a spherical latitude/longitude grid.]","Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.pbo,Omon.pbo,,
recvTp7Icjpt9DAHn,Esubhr.rsdt,TOA Incident Shortwave Radiation,2.0,1681.0,560.61,692.0,55,1684.0,692,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,Shortwave radiation incident at the top of the atmosphere,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",Esubhr.rsdt,Esubhr.rsdt,,
recvUO05yFfCAuQTa,6hrPlevPt.cldwatmxrat27,,,,,,,,9999,,,,,,6hrPlevPt.cldwatmxrat,"Requested, not published",
recvWgNKqTBBwpmq2,Omon.msftyz,Ocean Y Overturning Mass Streamfunction,27.0,402.0,2429.78,430.0,271900,71.0,71,ocean_y_overturning_mass_streamfunction,Ocean Y Overturning Mass Streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized. [Function of Y, Z, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Meridional Overturning Mass Streamfunction"" (msftmz) and should in this case be omitted. ]","Temporal mean, Ocean Basin Meridional Section [YB-O] [bgzmean]",Omon.msftyz,Omon.msftyz,,
recvbH1lCOINg3yfC,AERmon.dryoa,Dry Deposition Rate of Dry Aerosol Total Organic Matter,24.0,461.0,134.46,1073.0,5721,633.0,461,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,Dry Deposition Rate of Dry Aerosol Total Organic Matter,,"Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.dryoa,AERmon.dryoa,,
recvbr38FHBVbLhcI,Emon.gppGrass,Gross Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],17.0,622.0,54.24,1290.0,3712,807.0,622,gross_primary_productivity_of_biomass_expressed_as_carbon,Gross Primary Production on Grass Tiles as Carbon Mass Flux [kgC m-2 s-1],Total GPP of grass in the grid cell,"Temporal mean, Global field (single level) [XY-na] [amng-twm]",Emon.gppGrass,Emon.gppGrass,,
recvdpVzpRCfpFgyP,Eday.loadno3,Load of NO3,2.0,1681.0,307.26,843.0,1335,1146.0,843,atmosphere_mass_content_of_nitrate_dry_aerosol_particles,Load of NO3,The total dry mass of nitrate aerosol particles per unit area.,"Temporal mean, Global field (single level) [XY-na] [am-tm]",Eday.loadno3,Eday.loadno3,,
recveRaATNzUG5Y5l,Omon.zsatcalc,Calcite Saturation Depth,13.0,788.0,241.61,910.0,2875,881.0,788,minimum_depth_of_calcite_undersaturation_in_sea_water,Calcite Saturation Depth,"Depth of calcite saturation horizon (0 if < surface, 'missing' if > bottom, if two, then the shallower)","Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.zsatcalc,Omon.zsatcalc,,
recvfu6q4n7wexCLl,Eday.dsn,Change in Snow Water Equivalent,3.0,1599.0,52.07,1298.0,67,1661.0,1298,change_over_time_in_amount_of_ice_and_snow_on_land,Change in Snow Water Equivalent,,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.dsn,Eday.dsn,,
recvg6JE0RC0tEK9M,Esubhr.reffclis,Hydrometeor Effective Radius of Stratiform Cloud Ice,2.0,1681.0,11.67,1553.0,4,1829.0,1553,effective_radius_of_stratiform_cloud_ice_particles,Hydrometeor Effective Radius of Stratiform Cloud Ice,alevel site time1,"Instantaneous value (i.e. synoptic or time-step value), Atmospheric profiles at specified sites [S-A] [tpt]",Esubhr.reffclis,Esubhr.reffclis,,
recvj3xGtSDDK2xXX,Amon.phalf,Pressure on Model Half-Levels,24.0,461.0,1360.99,535.0,2273,979.0,461,air_pressure,Pressure on Model Half-Levels,Air pressure on model half-levels,"Climatological mean, Global field on model atmosphere half-levels [XY-AH] [aclim]",Amon.phalf,Amon.phalf,,
recvjOyUnrjut8brP,Omon.tossq,Square of Sea Surface Temperature,55.0,154.0,583.38,684.0,29197,255.0,154,square_of_sea_surface_temperature,Square of Sea Surface Temperature,"Square of temperature of liquid ocean, averaged over the day. [Report on native horizontal grid.]","Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.tossq,Omon.tossq,,
recvlkVbIausfz02M,CFsubhr.ua,Eastward Wind,10.0,956.0,4687.22,314.0,1206,1180.0,314,eastward_wind,Eastward Wind,Zonal wind (positive in a eastward direction).,"Instantaneous value (i.e. synoptic or time-step value), Atmospheric profiles at specified sites [S-A] [tpt]",CFsubhr.ua,CFsubhr.ua,,
recvoG5BXjdUdx8XX,ImonAnt.prra,Rainfall Flux over Land Ice,4.0,1463.0,3.37,1697.0,486,1397.0,1397,rainfall_flux,Rainfall Flux over Land Ice,over Land Ice//quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,"Temporal mean, Antarctic Polar Stereographic Grid [XYA-na] [amni-twmn]",ImonAnt.prra,ImonAnt.prra,,
recvoM52gZDotXMbX,Eday.rss,Net Shortwave Surface Radiation,8.0,1159.0,287.48,862.0,1853,1065.0,862,surface_net_downward_shortwave_flux,Net Shortwave Surface Radiation,Net shortwave radiation,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.rss,Eday.rss,,
recvp07uZAVmxyuzY,CFmon.cllcalipso,CALIPSO Low Level Cloud Cover Percentage,32.0,312.0,134.86,1072.0,4967,689.0,312,cloud_area_fraction_in_atmosphere_layer,CALIPSO Low Level Cloud Cover Percentage,Percentage cloud cover in layer centred on 840hPa,"Temporal mean, Global field (single level) [XY-na] {:p840} [tmean]",CFmon.cllcalipso,CFmon.cllcalipso,,
